sleep_hours,work_hours,screen_time,breaks,task_switches,stress_level,hydration,noise_level,productivity_score,fatigue_score,productivity_level
9.216841067112274,8.168933572779896,6.547320238425003,6,8,9.557181918786462,2.519394034127278,8.246499910285639,42.25722798589735,58.748716270739685,Medium
6.222594672589529,5.861491012489839,9.133709414427573,3,9,8.540492622062825,3.3003528842430554,5.871299482356861,26.644734567955553,63.64439495791484,Low
5.787259595660219,9.912590004182693,7.198179518527618,2,7,5.189927493266407,3.3251511924667265,1.3436434559647614,54.795853078040814,65.82151611303227,Medium
6.247364434623195,12.649346611705635,6.351347424983558,5,20,3.03021130035469,3.3533732456329863,3.5216687451897375,58.39247906616396,57.799857116999895,Medium
8.373103176553112,7.965987851032338,4.063032706076209,6,5,9.006529851130654,2.9663648372119025,2.244563661376465,53.03473248672413,58.92246941195326,Medium
7.493126664489527,9.010042176547534,3.236461622864592,0,9,6.744169815258073,2.952489733715874,5.711102542611571,43.72092333718846,66.48247702127793,Medium
6.205359694349442,8.169036951630655,7.540100217835172,4,10,4.642659607874439,4.284877777064921,1.9156087204383885,55.478872391728665,51.24396915188326,Medium
7.769901149670034,6.572830660185648,9.012294481549894,5,11,2.0049178692609013,2.8702178125629354,8.827538553577382,53.897169748285876,23.868495578562023,Medium
7.14561632402206,4.358479444395968,5.122300019043657,5,12,7.765872736188426,3.144120642060532,8.65147859539506,24.5288814212363,46.66854446299498,Low
8.452967485799334,6.5884530338092695,3.721876984767298,4,13,3.852751352792672,4.952919506009865,2.404882673520891,63.9837866024464,31.900590512117926,Medium
5.946920359183972,5.216083238096537,1.083661138901963,4,8,6.456753228555792,1.7242002067722293,7.253992315062087,26.13238329201753,50.38776156866825,Low
6.508506780103348,11.408204156118236,4.038470312674924,2,11,6.126555088493107,3.9056839311259948,7.2685295945879345,47.561152045765795,72.8250058524301,Medium
6.411837770301764,7.769780612153522,5.77268631500192,1,15,7.296607695109574,2.8927487069696487,4.570789564633945,29.504914668739822,67.4313396254222,Low
4.804727577801822,7.308161341905659,9.198246481673468,3,11,5.838589968689997,4.322166719489374,2.376991827218431,39.2065828165167,61.79805959891043,Low
7.444180415596864,9.778307649575613,7.346267384465937,6,6,6.673703979686639,2.6161302504612283,2.188969500311497,59.252609155407654,58.133530017965725,Medium
7.391582908269834,5.756497794288224,6.610170809413506,2,13,1.7338817687126689,2.2119577080816613,7.655283563358092,45.51620649175701,26.678939684294278,Medium
7.0076701849636915,6.466271923990895,5.199760677397738,2,20,6.987508054016631,1.8311447785819666,2.981596724713687,25.417980442543165,56.71896057437975,Low
6.64811929993728,8.136144538497241,4.833668565488088,1,9,2.7477180567882993,4.488948620544974,6.431083820604361,56.09502443605033,45.44377898184277,Medium
4.876943886924378,10.057537982846961,8.811295195015926,3,7,4.527826519444361,3.873313852662876,8.792934548844654,44.16525868591904,65.17446172593355,Medium
6.369032015851961,9.003370090337576,6.401477081516779,5,6,5.612810703782089,1.3076018071302236,6.337894943803123,44.178544792159315,56.53217430332288,Medium
6.485928225209846,8.496650285031764,1.7947986161579559,6,15,7.181894588796734,3.8539609449449435,9.765661069885143,32.24445541582568,60.02477443558749,Low
5.796584096167572,8.156235470472033,4.652920704205514,5,9,7.681846087537532,1.1400625245945006,6.809517035459104,27.384565657924014,66.02512565673787,Low
6.758071432500986,8.80047171105355,4.2835679364567465,4,13,7.344304066832192,1.7265056630435165,3.8314280208808613,36.405014376387285,64.45161877243851,Low
7.606076285221808,8.403305810258509,4.90747198164507,10,14,1.8559491311446004,3.37119082498701,8.672205985893946,62.088213828630565,21.376893566963947,Medium
9.829278851815795,5.9400554504461285,7.125821320570171,0,12,4.482135740719213,2.8540413289337643,3.7982113414308496,55.4712707254536,34.053846254031995,Medium
7.261866719247759,8.092158443266303,5.7851102364115015,5,7,3.525985649956305,4.361934325740428,9.744133415697247,56.99873450036996,39.10516684623059,Medium
7.386325586084147,5.852622682164495,5.846269185992676,7,13,4.58579371928723,3.4315615130185586,5.299587505547022,47.99434660531303,31.848975159942217,Medium
6.888331126350749,8.162165085801647,8.626946322650474,2,7,6.821858660013456,4.859898249326959,9.579223614360535,42.192417670693914,62.6598177170366,Medium
4.121843177051438,7.038704117023517,4.607077820426623,4,9,2.7362865363303137,4.420734189351071,2.6523841340932517,49.071979767916886,46.67533479931184,Medium
6.960229186826175,13.078763245565723,9.7283990517747,3,9,5.518894316264368,2.3608611898399516,1.1025865470663936,64.0940170589775,72.21163886904182,Medium
7.09034531491154,7.920211232496576,4.657384817257828,7,13,8.96384413945522,4.336603785136637,2.765181663627895,42.76416634271794,62.21209232318336,Medium
10.0,5.1915208674768225,6.1783963932251424,5,14,7.580141718048073,4.479741168511255,1.8853153127818119,54.33239839254532,36.56732568019025,Medium
6.711458552828316,7.731639578646151,5.4375928091944665,3,8,7.528286000705052,4.8788999622576625,7.605604201629209,40.745470498604405,63.46111343525301,Medium
7.452321013500419,9.038717491275776,6.246838267001922,2,16,8.638447402827143,1.0502517094990953,3.3809108965972117,29.43914247943319,72.37817444882984,Low
6.947932345442135,11.346727892305047,6.8891839901462575,4,10,4.593204933466688,4.498977219892078,6.7552677051064265,60.806781508798736,59.507650775944974,Medium
5.246982943570702,6.8210952001225635,6.867670480177753,6,10,7.835345500645588,1.2795812626649505,7.01791336151751,20.723756472214706,62.38435921767377,Low
8.71423422177253,4.83514405195272,4.49376533875884,2,13,1.5283397766520999,3.112463498363956,7.194208063719427,54.1242730803763,16.600579974160098,Medium
8.127899549030161,9.633674022861962,3.7541706451048587,4,8,1.5078426794126314,2.658654159009845,8.49347309136478,67.23308190270238,32.99701630869218,Medium
8.186547920564571,5.238802588200698,11.006343581811421,7,3,3.986187912617157,4.679526484254385,2.3406926895316604,71.24321879737448,23.21185690068381,High
5.635918817807892,7.12768911698503,5.032031320798894,2,8,2.7716226950726646,2.620607360418021,1.4541762830147762,52.205665452539094,44.355596967245255,Medium
9.10419146640415,7.4847590289780115,7.398424877343973,5,12,5.666847252803523,3.3841706954390145,1.2673461793375234,62.09055926528409,39.4647408842777,Medium
4.8972234058115784,7.860733093399784,2.7847173789536064,8,10,2.6488221508219008,3.767514689376054,1.9341100344759865,57.61203112000042,38.58173987423104,Medium
7.880285640700405,9.378328914148671,5.440774560190646,1,9,9.780164886134555,1.0761190263775875,4.412669823443249,33.039604657567665,79.23303177680438,Low
10.0,6.632731435427225,5.745601232035114,4,10,8.659946179713888,3.3637250146000963,9.706383448129639,41.80628364142689,49.01004698176996,Medium
5.514195512303967,7.452541495666479,6.945630139855665,6,5,9.84280329144084,3.0719673413195547,4.179025880087849,31.47981900330304,73.41150708166197,Low
6.150553405595842,7.971459294101223,1.0,4,13,8.269867228191814,3.3760345584857787,5.076306361929901,31.02055426707641,68.5508324598475,Low
7.1494770476314615,8.299195915037576,6.3322812261566614,4,12,9.559987268804647,1.3029762322227563,8.329570480844515,22.02602025716103,71.79859561611069,Low
6.244786518825701,8.195654349415845,3.7005170892642143,2,5,4.312947050539194,1.2222334800891042,9.267382174775888,39.33269512187028,53.23499121018327,Low
4.674004853400801,8.87201155044516,6.648691422389848,4,12,5.481145700839285,1.7101773497938604,9.74297352845983,24.51175733230483,64.5205854226782,Low
7.102844462209041,9.687679019283475,3.927341606323674,5,13,3.1581445709573783,4.478002702628693,8.438061022015372,57.80456301153476,43.85485981030186,Medium
5.406544429410843,8.785268231301936,4.289034608148837,3,6,6.722254573414902,2.4258842734852744,5.522644522431696,37.36863932647089,68.9863373658894,Low
7.710388645952772,8.907171047018437,5.452744779213464,6,7,8.09407271641486,2.736130203277299,3.0652880305232384,51.30869863663086,60.75427653160751,Medium
5.620863648649295,4.835553666507044,3.8953410607936094,2,6,5.488679531517201,2.5606651236167526,6.385302605364514,30.853287925982396,49.31719689305968,Low
9.324901607526309,8.100455398331361,5.04893110652929,4,14,3.6673555475377646,3.8574805202640348,2.7711554208136704,68.02376027127664,32.81164043503999,Medium
5.825120061495644,8.959015096003217,3.6132484629133694,6,5,5.569049745243333,2.0379022049779674,1.5015225902429052,53.14000982397042,56.64943059422377,Medium
6.516907725691486,9.4578823891409,2.333659096602545,3,11,1.566056978707573,1.2735734081211367,9.274185416283977,48.81124357546901,41.39282340298626,Medium
8.220275826054504,6.615298451532412,8.035914104858719,5,13,7.49007506638442,2.5126995736318585,5.36311275324445,38.85684264201401,49.006674901293465,Low
5.1537035253490675,6.68192145022271,3.4079026143521434,5,11,5.064462743068196,3.911342140749772,5.57416201498423,38.041959416431716,50.516093664803805,Low
7.341189901906194,6.851798649432803,5.642638224784033,1,14,9.084107966952653,4.659872125443581,6.482971234575017,29.023176645385913,68.83390860993114,Low
8.960714131423643,9.072827799782686,7.50578216298757,5,9,9.309252783395245,1.203286256315526,5.062677016951061,42.946355600578514,63.7985148794675,Medium
4.588775148158159,10.067762109848417,4.770111794967914,6,8,2.129543293281719,4.241984483519339,4.999874184110979,60.28730431204208,49.160651727448204,Medium
7.276950787798456,7.1850797854167965,4.349668200508924,2,13,9.96499888586305,1.2647206198003382,9.236307858079865,13.808440673510713,72.81868570815666,Low
7.389824191372635,9.815924627254098,6.452476177334843,3,11,9.728402630723563,2.3226424716699827,8.348915160640557,29.623985671391573,79.01510389253866,Low
8.172734307665966,8.24695961832919,8.235867645454304,0,13,6.644182719294553,1.0892061124218881,2.9133297860568037,40.089696589339326,60.2655350749415,Medium
5.144573933682877,7.751428445675128,3.6613694698270622,2,12,8.429029052557755,4.646166795830249,3.6259986629850367,29.843994527116124,76.5216071945144,Low
5.019315080373586,7.577231540364062,5.699704335965122,5,2,1.1659328158166966,3.827155980800509,6.945603761164183,60.42623084340952,35.258009628648416,Medium
7.782912348425347,9.493222729204314,2.5350108100653452,3,11,9.733469857216813,2.476540928250164,6.1398272711841875,34.64864004035367,76.16457641515426,Low
7.445477009849779,8.65115563357414,5.21359799263562,3,11,5.106825338401459,2.5098263316981826,7.895434183938853,44.73351727512831,51.81147307792244,Medium
7.375739275518815,12.551650855295275,6.068409369076151,5,12,9.187302001748069,3.5593714540058525,7.548693592469375,44.51850704972072,82.80829899431914,Medium
7.519672314245463,6.295550714005351,4.290750716489868,5,8,4.466123701468417,1.3585932194726267,7.376924912015894,43.76102620702673,35.999542959816935,Medium
5.979962917632264,9.036203404059952,5.086016332349537,8,8,8.093588209662897,1.5801945254279404,8.921961197924645,31.296385702727985,64.97631297922777,Low
7.348380545741505,6.941597980376974,3.1835464633851,3,12,4.761512717395543,4.388896846355475,7.898977847937843,45.83846355182248,44.242332091138195,Medium
7.439608709948022,6.261426026022712,6.154157222762987,4,12,4.264359531448505,1.8092523445076458,3.1856264968585313,46.6835313672932,37.06778522336825,Medium
5.928472872960448,7.978265725930056,8.111388497766299,5,7,9.520982224792252,3.906665590821492,8.85553479118191,28.415119202349103,73.8285004237623,Low
9.798661766717135,8.274704958814072,3.8057122604590727,5,8,7.2920038050703155,1.9032116112883948,4.019789846209612,57.17209898088191,47.36477524388615,Medium
7.710749381367681,13.836347110120185,4.754656466895234,6,17,8.560729813590681,1.352585268779242,9.198050360212655,38.37131889722345,81.18318242489379,Low
5.2130447541960265,7.631708368633596,7.005092492908363,2,6,5.890223237470497,4.6001294530996635,8.41842968246008,37.613694342789294,63.329119772197814,Low
7.984830412950744,5.7396425410306335,8.424181438645473,0,6,9.265138706423741,4.606691132693076,1.666768506004693,43.19787554226544,64.70579437252368,Medium
5.5379774946590175,8.546021434988772,3.0136203755821374,3,12,7.659644112011591,3.4212475905030604,7.941525531393775,27.287145685281256,72.1412905997744,Low
8.180626905613678,3.8507199249072634,5.6624305251681015,4,10,1.6495088567898248,2.848135377622189,5.501027024128616,55.34418376666794,12.183096351676593,Medium
8.737893368511106,7.816086434791468,6.5662616446390505,4,7,7.9018368770688605,3.211039689660591,9.794014824272166,43.55575165549542,55.06405002419701,Medium
5.7689765224724345,8.032050564590321,5.795887218742304,4,16,1.168394204477836,2.632509706897441,5.1257704240811695,49.206790618867494,35.56529478866613,Medium
8.445064193866482,9.589200765890423,1.0464158662458258,4,13,8.4616202985383,4.028698464033983,1.6030697295052225,53.51944990885954,65.5936935512277,Medium
7.619171390404747,9.947244498855694,7.002180018617544,5,13,3.986794469783407,4.018242827659856,3.6382290676550904,64.09089445410999,46.65939214378199,Medium
8.233090239991736,6.992860762184565,9.038672702181287,6,7,6.384562695205755,4.275918438956758,4.87188481586557,57.155290221782316,43.076313340565605,Medium
9.845189473980922,7.698771970740134,6.233323502339007,5,13,7.744393165158472,3.0917043174771215,6.327259101913616,49.31637700547835,47.2653000823515,Medium
6.631917825995695,6.467758338778658,3.9377878934114734,7,3,6.73268465284345,4.2053674464279265,2.3689520557304276,55.11702827522239,47.886741004833304,Medium
5.869395753463765,5.743874890384612,4.973745507271434,3,11,7.051332081039526,1.6228743857753494,5.635743645416788,23.03990755977733,57.42074085469703,Low
5.665728355561715,8.61978955876127,9.539826135311186,6,6,9.03399169119859,1.12053891956685,5.351255218807042,29.327389095134993,73.08780854363522,Low
5.776284572551843,5.452828902806802,7.819925081721117,1,7,4.365747847214381,3.5922121943945236,8.529963020541505,35.0724959221813,47.25150736032432,Low
6.884347435878844,7.170746198856274,7.280053236768659,0,13,5.924306348371308,1.4219040715407125,3.7216261973377662,33.11194255304108,58.30422042371477,Low
7.511727962224966,6.009652080201525,6.712825167068752,3,10,2.574358338184365,3.202679644334051,5.0456569957650315,54.89709077845924,29.378842257958343,Medium
7.415036198995028,9.09936637258052,4.677725775618056,3,9,5.2078877395430165,3.8844998200042355,4.497513972846637,56.82992910415581,54.0876117330624,Medium
8.240774873554036,11.602860198532976,5.598857638688463,9,9,2.3503273374200457,2.628341704909112,6.6900823368320905,76.58764433181776,34.6929139912502,High
7.0195028378168605,5.396824034393338,5.844154528642968,4,9,6.702269914913639,1.1754908488708904,8.525700862045944,26.543005051416692,47.65242058076474,Low
9.180301115735976,4.293963034204862,7.0991486321288875,3,16,3.9182625150741104,4.548525601195495,7.080617191943641,49.10728701702672,22.494998760522286,Medium
6.603014750143066,7.750226229299865,9.017837788533807,3,9,8.731130324865344,1.1729801670857936,5.1854409614442805,27.261411734381724,69.89748105006407,Low
10.0,8.031395591915517,8.236676273586255,8,10,4.092198670198054,4.61901003940513,6.740467255465888,74.20356435452187,24.38308208083724,High
7.938501021647509,8.437318613514595,3.161231288407919,2,11,3.58150502990989,1.2105223517022985,3.900195660810862,53.28199318566512,43.26303072604238,Medium
5.714263665375576,7.10735896953131,6.447989937802097,2,10,5.42143716809243,3.9406379938740077,2.2968985758720954,43.786632598182656,56.947013548882616,Medium
5.393661252908331,7.5987214023491365,7.4735266903357935,5,9,2.5779583610705656,4.699387048894499,3.877461320028762,57.566829593662526,40.65859654515657,Medium
7.723708622864778,8.735020821081203,7.237720660289271,1,10,2.8342551511912877,4.627921254804328,4.993206093401078,64.42058995908062,43.45425683587958,Medium
6.664805822011224,10.080861785289677,4.741532473225162,1,14,8.048314678709822,4.573539631473297,4.953384397023957,39.602763740762356,78.53915502549775,Low
8.071000741138137,4.089902459363435,11.828218431536722,6,9,5.475028624272027,4.532314492838301,7.638411182296274,46.66392736111449,28.62559139782947,Medium
7.709856436860317,7.262121121937076,3.4458308753377622,4,12,2.857077496941844,3.0416389236478323,9.427108248211548,49.86556503374951,32.684724838688304,Medium
6.890756631014691,8.427617587882127,3.8336231066679,5,11,1.2837052651554068,3.230763345040807,4.5006346233123935,64.46253469690849,30.930290803213005,Medium
5.729809422897393,6.164047790778528,6.467190162523153,4,5,5.198297118664158,3.478869893040583,1.778036668957961,48.787934908488836,48.633459659278074,Medium
4.727729162971203,11.462339263534599,10.233606109927706,7,10,7.683671173630297,4.583793595075327,1.3007186633688907,50.38975066453546,79.11036171567127,Medium
